X1,X2,X3,Class
-1.1439334577923292,-0.6574105058452472,-1.4566121875319178,0
1.4071410277958103,1.6700678173346664,0.9573721458864457,1
2.315991564442877,1.0450690497237525,0.5100049958827113,1
-1.192036954348116,-1.8008934078282794,-1.477463095650328,0
-0.8646881720112409,-1.4612458907719477,-0.8383963159629194,0
-1.2011390099595036,-1.372507672598739,-0.027112261416000913,0
-0.8125783860762024,-0.5343788926515666,-1.0081042276948677,0
1.4062910119195164,0.09764986617231558,-0.1362299545998311,1
-0.04306385686841302,-0.9679167885055988,-1.4957738076794365,0
-0.6552358815806971,-1.1772448102905457,-1.3603364622646965,0
0.5571395668882868,0.9788905742492011,2.386175204491407,1
1.6171398644641093,0.23169189896677483,0.3935385459111639,1
-1.786633117408546,-1.1955286063753905,-2.2970078931022333,0
1.8427109996438409,0.8273555463712603,0.3507802497395788,1
-0.6714655922789685,-1.9074032798489662,-1.2582000572811267,0
-1.635472914679804,-1.5259890119249364,-1.2632616639787615,0
-0.7936912282136526,-0.836620793019933,-0.7187946856263345,0
-0.30828152100931316,-1.148633969165213,-0.4213750507545704,0
0.8311244226000283,0.48352484690187847,0.3427316692484999,1
-1.0798247325825259,-0.967035314938043,-0.9414624178496384,0
1.2842911420176202,0.1402600003606269,0.6990904839077612,1
-0.18315567567435848,-2.060900615331221,-1.6631656311411054,0
-1.314918380920538,-2.0009605665447427,-1.5953397834401724,0
1.9835445302161168,-0.006138953869898517,0.20873994211864128,1
-1.7516194243056025,-1.0951994142791839,-2.444481942749702,0
2.428537735635995,-0.42486848652114884,0.9416306212146643,1
2.3701002830842146,0.7479613052462623,0.48457563129527603,1
0.5899829717301805,0.853084523510283,1.3249433396801555,1
2.569140885759814,1.1178940727358964,0.8060526832257343,1
-1.3180374668635026,-1.3157523907371604,-1.0433902910774466,0
-0.5148395874190813,1.3574553853610507,1.1357667798950628,1
-2.497113019485811,-1.3423434435077677,-0.3284687260663991,0
-0.3118790539633546,-0.11578700111348723,-0.6953025900017737,0
0.9134396733610893,1.0817845024404316,0.9253955289015787,1
0.47968891310734246,-0.3870114394437834,-0.7657129233626173,0
-0.2929031359429115,-2.3930743567710264,-0.9755185516531255,0
-1.443443680046874,-1.3330042674145421,-1.715912449867341,0
2.9290968490492046,0.8294462718048934,2.623862494495247,1
-1.325353919911635,-0.3825715533164908,-0.7548810918333481,0
